Approval,Interest,Debt-to-Income Ratio_z,FICO Score_z,Request Amount_z,Combine,Approval3
"T",900.000000,-0.171524,1.287109,-1.206872,4.361324,"3 - Approve Whole"
"T",900.000000,-0.171524,1.287109,-1.206872,4.361324,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.287109,-0.678797,4.859211,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.287109,-0.256336,5.056739,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.287109,0.482969,4.972964,"3 - Approve Whole"
"T",9000.000000,-0.171524,1.287109,0.694199,4.848637,"3 - Approve Whole"
"T",10350.000000,-0.171524,1.287109,1.011045,4.578488,"3 - Approve Whole"
"T",13050.000000,-0.171524,1.287109,1.644735,3.737017,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.287109,1.855965,3.367290,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.301574,-0.678797,4.917074,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.301574,-0.573181,4.983188,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.301574,-0.467566,5.038147,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.301574,-0.150721,5.136098,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.301574,0.377354,5.076258,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.301574,0.482969,5.030827,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.301574,0.588584,4.974240,"3 - Approve Whole"
"T",11250.000000,-0.171524,1.301574,1.222275,4.400478,"3 - Approve Whole"
"T",14400.000000,-0.171524,1.301574,1.961580,3.223558,"3 - Approve Whole"
"T",225.000000,-0.171524,1.316040,-1.365294,4.273304,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.316040,-0.995642,4.709668,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.316040,-0.995642,4.709668,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.316040,-0.467566,5.096010,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.316040,-0.467566,5.096010,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.316040,-0.361951,5.139815,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.316040,0.588584,5.032103,"3 - Approve Whole"
"T",9000.000000,-0.171524,1.316040,0.694199,4.964363,"3 - Approve Whole"
"T",11700.000000,-0.171524,1.316040,1.327890,4.323673,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.330506,-0.678797,5.032799,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.330506,-0.678797,5.032799,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.330506,-0.256336,5.230327,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.330506,0.271739,5.226261,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.330506,0.799814,4.943330,"3 - Approve Whole"
"T",9900.000000,-0.171524,1.330506,0.905430,4.853280,"3 - Approve Whole"
"T",12600.000000,-0.171524,1.330506,1.539120,4.078737,"3 - Approve Whole"
"T",13500.000000,-0.171524,1.330506,1.750350,3.731319,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.330506,1.855965,3.540878,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.344971,-1.101257,4.714661,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.344971,-1.101257,4.714661,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.344971,-0.784412,5.013394,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.344971,-0.573181,5.156776,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.344971,-0.573181,5.156776,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.344971,-0.256336,5.288190,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.344971,-0.150721,5.309686,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.344971,0.271739,5.284123,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.344971,1.855965,3.598741,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.344971,1.855965,3.598741,"3 - Approve Whole"
"T",225.000000,-0.171524,1.359437,-1.365294,4.446893,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.359437,-0.678797,5.148525,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.359437,-0.678797,5.148525,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.359437,-0.361951,5.313403,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.359437,-0.045106,5.377890,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.359437,0.060509,5.377076,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.359437,0.799814,5.059055,"3 - Approve Whole"
"T",10800.000000,-0.171524,1.359437,1.116660,4.755443,"3 - Approve Whole"
"T",11700.000000,-0.171524,1.359437,1.327890,4.497261,"3 - Approve Whole"
"T",12150.000000,-0.171524,1.359437,1.433505,4.351439,"3 - Approve Whole"
"T",15300.000000,-0.171524,1.359437,2.172810,3.018355,"3 - Approve Whole"
"T",900.000000,-0.171524,1.373903,-1.206872,4.708500,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.373903,-1.101257,4.830386,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.373903,-0.361951,5.371265,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.373903,0.588584,5.263554,"3 - Approve Whole"
"T",15750.000000,-0.171524,1.373903,2.278425,2.841159,"3 - Approve Whole"
"T",450.000000,-0.171524,1.388368,-1.312487,4.633321,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.388368,-0.573181,5.330364,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.388368,-0.150721,5.483274,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.388368,-0.045106,5.493615,"3 - Approve Whole"
"T",6750.000000,-0.171524,1.388368,0.166124,5.480834,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.388368,0.271739,5.457711,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.388368,0.799814,5.174781,"3 - Approve Whole"
"T",10800.000000,-0.171524,1.388368,1.116660,4.871168,"3 - Approve Whole"
"T",11700.000000,-0.171524,1.388368,1.327890,4.612987,"3 - Approve Whole"
"T",900.000000,-0.171524,1.402834,-1.206872,4.824225,"3 - Approve Whole"
"T",900.000000,-0.171524,1.402834,-1.206872,4.824225,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.402834,-0.995642,5.056844,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.402834,-0.890027,5.156421,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.402834,-0.784412,5.244844,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.402834,-0.678797,5.322113,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.402834,-0.361951,5.486991,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.402834,-0.150721,5.541137,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.402834,0.271739,5.515574,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.402834,0.799814,5.232644,"3 - Approve Whole"
"T",9900.000000,-0.171524,1.402834,0.905430,5.142594,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.417300,-1.101257,5.003975,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.417300,-0.467566,5.501049,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.417300,-0.467566,5.501049,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.417300,-0.045106,5.609341,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.417300,-0.045106,5.609341,"3 - Approve Whole"
"T",10350.000000,-0.171524,1.417300,1.011045,5.099252,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.431765,-0.890027,5.272147,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.431765,-0.678797,5.437838,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.431765,-0.573181,5.503952,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.431765,0.060509,5.666390,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.431765,0.060509,5.666390,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.431765,0.588584,5.495005,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.431765,0.799814,5.348369,"3 - Approve Whole"
"T",13050.000000,-0.171524,1.431765,1.644735,4.315644,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.446231,-1.101257,5.119700,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.446231,-1.101257,5.119700,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.446231,-0.995642,5.230432,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.446231,-0.995642,5.230432,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.446231,-0.573181,5.561815,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.446231,-0.256336,5.693229,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.446231,-0.256336,5.693229,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.446231,-0.150721,5.714725,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.446231,-0.045106,5.725066,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.446231,0.271739,5.689162,"3 - Approve Whole"
"T",450.000000,-0.171524,1.460697,-1.312487,4.922635,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.460697,0.060509,5.782115,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.460697,0.271739,5.747025,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.460697,0.377354,5.712748,"3 - Approve Whole"
"T",11250.000000,-0.171524,1.460697,1.222275,5.036968,"3 - Approve Whole"
"T",900.000000,-0.171524,1.475162,-1.206872,5.113539,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.475162,-0.890027,5.445735,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.475162,-0.890027,5.445735,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.475162,-0.784412,5.534158,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.475162,-0.467566,5.732500,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.475162,-0.361951,5.776304,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.475162,-0.045106,5.840791,"3 - Approve Whole"
"T",10350.000000,-0.171524,1.475162,1.011045,5.330703,"3 - Approve Whole"
"T",15300.000000,-0.171524,1.475162,2.172810,3.481256,"3 - Approve Whole"
"T",225.000000,-0.171524,1.489628,-1.365294,4.967657,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.489628,-1.101257,5.293288,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.489628,-0.784412,5.592021,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.489628,-0.467566,5.790362,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.489628,0.588584,5.726456,"3 - Approve Whole"
"T",12150.000000,-0.171524,1.489628,1.433505,4.872203,"3 - Approve Whole"
"T",15750.000000,-0.171524,1.489628,2.278425,3.304060,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.504094,-1.101257,5.351151,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.504094,-0.045106,5.956517,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.504094,-0.045106,5.956517,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.504094,0.377354,5.886336,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.504094,0.588584,5.784318,"3 - Approve Whole"
"T",8550.000000,-0.171524,1.504094,0.588584,5.784318,"3 - Approve Whole"
"T",10350.000000,-0.171524,1.504094,1.011045,5.446428,"3 - Approve Whole"
"T",14400.000000,-0.171524,1.504094,1.961580,4.033636,"3 - Approve Whole"
"T",14850.000000,-0.171524,1.504094,2.067195,3.820886,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.518559,-1.101257,5.409014,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.518559,-0.361951,5.949892,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.518559,0.799814,5.695545,"3 - Approve Whole"
"T",11700.000000,-0.171524,1.518559,1.327890,5.133751,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.533025,-0.784412,5.765609,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.533025,-0.256336,6.040405,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.533025,-0.045106,6.072242,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.533025,-0.045106,6.072242,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.533025,0.060509,6.071429,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.547491,-0.784412,5.823471,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.547491,-0.045106,6.130105,"3 - Approve Whole"
"T",10800.000000,-0.171524,1.547491,1.116660,5.507658,"3 - Approve Whole"
"T",450.000000,-0.171524,1.561956,-1.312487,5.327674,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.561956,-1.101257,5.582602,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.561956,-0.573181,6.024716,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.561956,0.377354,6.117787,"3 - Approve Whole"
"T",12600.000000,-0.171524,1.561956,1.539120,5.004540,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.576422,-1.101257,5.640464,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.576422,-0.890027,5.850774,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.576422,-0.890027,5.850774,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.576422,-0.573181,6.082579,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.576422,-0.573181,6.082579,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.576422,-0.256336,6.213993,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.576422,0.271739,6.209927,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.576422,0.377354,6.175650,"3 - Approve Whole"
"T",12150.000000,-0.171524,1.576422,1.433505,5.219380,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.590888,-0.890027,5.908637,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.590888,-0.045106,6.303693,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.590888,0.060509,6.302880,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.590888,0.482969,6.188081,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.590888,1.855965,4.582407,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.605354,-0.784412,6.054922,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.605354,-0.467566,6.253264,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.605354,0.482969,6.245943,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.619819,-0.150721,6.409077,"3 - Approve Whole"
"T",12150.000000,-0.171524,1.619819,1.433505,5.392968,"3 - Approve Whole"
"T",14850.000000,-0.171524,1.619819,2.067195,4.283788,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.634285,-0.045106,6.477281,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.648751,0.799814,6.216310,"3 - Approve Whole"
"T",14850.000000,-0.171524,1.648751,2.067195,4.399513,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.663216,-0.784412,6.286373,"3 - Approve Whole"
"T",10800.000000,-0.171524,1.663216,1.116660,5.970559,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.677682,-0.678797,6.421504,"3 - Approve Whole"
"T",1800.000000,-0.171524,1.692148,-0.995642,6.214098,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.692148,-0.361951,6.644245,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.692148,-0.150721,6.698391,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.692148,0.482969,6.593120,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.706613,-0.890027,6.371538,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.706613,-0.784412,6.459961,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.706613,-0.678797,6.537230,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.706613,0.060509,6.765781,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.721079,-1.101257,6.219091,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.721079,-0.678797,6.595092,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.721079,-0.361951,6.759970,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.721079,-0.150721,6.814116,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.721079,0.271739,6.788554,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.721079,0.271739,6.788554,"3 - Approve Whole"
"T",16200.000000,-0.171524,1.721079,2.384040,3.983650,"3 - Approve Whole"
"T",450.000000,-0.171524,1.735545,-1.312487,6.022026,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.735545,-0.678797,6.652955,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.735545,-0.256336,6.850483,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.735545,-0.256336,6.850483,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.735545,-0.150721,6.871979,"3 - Approve Whole"
"T",4500.000000,-0.171524,1.750010,-0.361951,6.875696,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.750010,-0.256336,6.908346,"3 - Approve Whole"
"T",14850.000000,-0.171524,1.750010,2.067195,4.804552,"3 - Approve Whole"
"T",900.000000,-0.171524,1.764476,-1.206872,6.270793,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.764476,-0.678797,6.768680,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.764476,-0.150721,6.987704,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.764476,0.060509,6.997232,"3 - Approve Whole"
"T",6300.000000,-0.171524,1.764476,0.060509,6.997232,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.764476,1.855965,5.276759,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.778942,-1.101257,6.450542,"3 - Approve Whole"
"T",450.000000,-0.171524,1.793407,-1.312487,6.253477,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.793407,-1.101257,6.508405,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.793407,-0.890027,6.718714,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.793407,-0.573181,6.950520,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.793407,-0.467566,7.005479,"3 - Approve Whole"
"T",18000.000000,-0.171524,1.793407,2.806501,3.176565,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.807873,-1.101257,6.566268,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.807873,-0.678797,6.942269,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.807873,-0.256336,7.139797,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.807873,0.799814,6.852799,"3 - Approve Whole"
"T",16200.000000,-0.171524,1.807873,2.384040,4.330826,"3 - Approve Whole"
"T",1350.000000,-0.171524,1.822339,-1.101257,6.624130,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.822339,-0.573181,7.066245,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.822339,-0.256336,7.197659,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.836804,0.377354,7.217178,"3 - Approve Whole"
"T",7650.000000,-0.171524,1.836804,0.377354,7.217178,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.836804,0.799814,6.968525,"3 - Approve Whole"
"T",11250.000000,-0.171524,1.836804,1.222275,6.541399,"3 - Approve Whole"
"T",5850.000000,-0.171524,1.851270,-0.045106,7.345222,"3 - Approve Whole"
"T",10800.000000,-0.171524,1.851270,1.116660,6.722775,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.865736,-0.890027,7.008028,"3 - Approve Whole"
"T",2700.000000,-0.171524,1.865736,-0.784412,7.096451,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.865736,-0.467566,7.294793,"3 - Approve Whole"
"T",7200.000000,-0.171524,1.865736,0.271739,7.367181,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.880201,-0.256336,7.429110,"3 - Approve Whole"
"T",2250.000000,-0.171524,1.894667,-0.890027,7.123753,"3 - Approve Whole"
"T",4950.000000,-0.171524,1.894667,-0.256336,7.486973,"3 - Approve Whole"
"T",5400.000000,-0.171524,1.909133,-0.150721,7.566331,"3 - Approve Whole"
"T",900.000000,-0.171524,1.923598,-1.206872,6.907283,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.923598,0.482969,7.518923,"3 - Approve Whole"
"T",3600.000000,-0.171524,1.966995,-0.573181,7.644872,"3 - Approve Whole"
"T",3150.000000,-0.171524,1.981461,-0.678797,7.636621,"3 - Approve Whole"
"T",9450.000000,-0.171524,1.981461,0.799814,7.547152,"3 - Approve Whole"
"T",13950.000000,-0.171524,1.981461,1.855965,6.144700,"3 - Approve Whole"
"T",4050.000000,-0.171524,1.995927,-0.467566,7.815557,"3 - Approve Whole"
"T",8100.000000,-0.171524,1.995927,0.482969,7.808236,"3 - Approve Whole"
"T",6750.000000,-0.171524,2.010392,0.166124,7.968930,"3 - Approve Whole"
"T",8100.000000,-0.171524,2.053789,0.482969,8.039687,"3 - Approve Whole"
"T",8100.000000,-0.171524,2.155049,0.482969,8.444726,"3 - Approve Whole"
"T",3600.000000,-0.171524,2.169515,-0.573181,8.454950,"3 - Approve Whole"
"T",8100.000000,-0.171524,2.241843,0.482969,8.791902,"3 - Approve Whole"
"T",8100.000000,-0.171524,2.386500,0.482969,9.370529,"3 - Approve Whole"
"T",1800.000000,-0.098652,-0.477704,-0.995642,-2.425931,"2 - Approve Half"
"T",4050.000000,-0.098652,-0.419841,-0.467566,-1.808138,"2 - Approve Half"
"T",4950.000000,-0.098652,-0.390910,-0.256336,-1.615958,"2 - Approve Half"
"T",1350.000000,-0.098652,-0.376444,-1.101257,-2.131624,"2 - Approve Half"
"T",4500.000000,-0.098652,-0.376444,-0.361951,-1.590745,"2 - Approve Half"
"T",5850.000000,-0.098652,-0.376444,-0.045106,-1.526258,"2 - Approve Half"
"T",4950.000000,-0.098652,-0.333047,-0.256336,-1.384507,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.333047,0.271739,-1.388574,"2 - Approve Half"
"T",7650.000000,-0.098652,-0.333047,0.377354,-1.422851,"2 - Approve Half"
"T",1350.000000,-0.098652,-0.318581,-1.101257,-1.900173,"2 - Approve Half"
"T",14400.000000,-0.098652,-0.318581,1.961580,-3.217689,"1 - Denied"
"T",900.000000,-0.098652,-0.304116,-1.206872,-1.964197,"2 - Approve Half"
"T",5400.000000,-0.098652,-0.304116,-0.150721,-1.247286,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.304116,0.271739,-1.272848,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.304116,0.271739,-1.272848,"2 - Approve Half"
"T",7650.000000,-0.098652,-0.304116,0.377354,-1.307125,"2 - Approve Half"
"T",7650.000000,-0.098652,-0.304116,0.377354,-1.307125,"2 - Approve Half"
"T",225.000000,-0.098652,-0.289650,-1.365294,-2.110079,"2 - Approve Half"
"T",900.000000,-0.098652,-0.289650,-1.206872,-1.906335,"2 - Approve Half"
"T",3600.000000,-0.098652,-0.289650,-0.573181,-1.342333,"2 - Approve Half"
"T",4950.000000,-0.098652,-0.289650,-0.256336,-1.210919,"2 - Approve Half"
"T",6750.000000,-0.098652,-0.289650,0.166124,-1.191863,"2 - Approve Half"
"T",9900.000000,-0.098652,-0.289650,0.905430,-1.587966,"2 - Approve Half"
"T",12600.000000,-0.098652,-0.289650,1.539120,-2.362510,"2 - Approve Half"
"T",13050.000000,-0.098652,-0.289650,1.644735,-2.530641,"2 - Approve Half"
"T",450.000000,-0.098652,-0.275184,-1.312487,-1.981513,"2 - Approve Half"
"T",2700.000000,-0.098652,-0.275184,-0.784412,-1.427853,"2 - Approve Half"
"T",3150.000000,-0.098652,-0.275184,-0.678797,-1.350584,"2 - Approve Half"
"T",4500.000000,-0.098652,-0.275184,-0.361951,-1.185706,"2 - Approve Half"
"T",5850.000000,-0.098652,-0.275184,-0.045106,-1.121219,"2 - Approve Half"
"T",7650.000000,-0.098652,-0.275184,0.377354,-1.191400,"2 - Approve Half"
"T",11250.000000,-0.098652,-0.275184,1.222275,-1.867180,"2 - Approve Half"
"T",225.000000,-0.098652,-0.260719,-1.365294,-1.994354,"2 - Approve Half"
"T",3150.000000,-0.098652,-0.260719,-0.678797,-1.292722,"2 - Approve Half"
"T",4500.000000,-0.098652,-0.260719,-0.361951,-1.127844,"2 - Approve Half"
"T",7650.000000,-0.098652,-0.260719,0.377354,-1.133537,"2 - Approve Half"
"T",900.000000,-0.098652,-0.246253,-1.206872,-1.732746,"2 - Approve Half"
"T",900.000000,-0.098652,-0.246253,-1.206872,-1.732746,"2 - Approve Half"
"T",2700.000000,-0.098652,-0.246253,-0.784412,-1.312127,"2 - Approve Half"
"T",3150.000000,-0.098652,-0.246253,-0.678797,-1.234859,"2 - Approve Half"
"T",3150.000000,-0.098652,-0.246253,-0.678797,-1.234859,"2 - Approve Half"
"T",3600.000000,-0.098652,-0.246253,-0.573181,-1.168745,"2 - Approve Half"
"T",6300.000000,-0.098652,-0.246253,0.060509,-1.006307,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.246253,0.271739,-1.041398,"2 - Approve Half"
"T",9450.000000,-0.098652,-0.246253,0.799814,-1.324328,"2 - Approve Half"
"T",4050.000000,-0.098652,-0.231787,-0.467566,-1.055923,"2 - Approve Half"
"T",5400.000000,-0.098652,-0.231787,-0.150721,-0.957972,"2 - Approve Half"
"T",5400.000000,-0.098652,-0.231787,-0.150721,-0.957972,"2 - Approve Half"
"T",5400.000000,-0.098652,-0.231787,-0.150721,-0.957972,"2 - Approve Half"
"T",8550.000000,-0.098652,-0.231787,0.588584,-1.119830,"2 - Approve Half"
"T",10800.000000,-0.098652,-0.231787,1.116660,-1.570078,"2 - Approve Half"
"T",17550.000000,-0.098652,-0.231787,2.700886,-4.594006,"1 - Denied"
"T",1350.000000,-0.098652,-0.217322,-1.101257,-1.495134,"2 - Approve Half"
"T",2250.000000,-0.098652,-0.217322,-0.890027,-1.284825,"2 - Approve Half"
"T",3150.000000,-0.098652,-0.217322,-0.678797,-1.119134,"2 - Approve Half"
"T",4050.000000,-0.098652,-0.217322,-0.467566,-0.998060,"2 - Approve Half"
"T",4050.000000,-0.098652,-0.217322,-0.467566,-0.998060,"2 - Approve Half"
"T",4500.000000,-0.098652,-0.217322,-0.361951,-0.954256,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.217322,0.271739,-0.925672,"2 - Approve Half"
"T",8550.000000,-0.098652,-0.217322,0.588584,-1.061967,"2 - Approve Half"
"T",12600.000000,-0.098652,-0.217322,1.539120,-2.073196,"2 - Approve Half"
"T",13950.000000,-0.098652,-0.217322,1.855965,-2.611054,"2 - Approve Half"
"T",14400.000000,-0.098652,-0.217322,1.961580,-2.812650,"2 - Approve Half"
"T",900.000000,-0.098652,-0.202856,-1.206872,-1.559158,"2 - Approve Half"
"T",1350.000000,-0.098652,-0.202856,-1.101257,-1.437272,"2 - Approve Half"
"T",1800.000000,-0.098652,-0.202856,-0.995642,-1.326540,"2 - Approve Half"
"T",2700.000000,-0.098652,-0.202856,-0.784412,-1.138539,"2 - Approve Half"
"T",2700.000000,-0.098652,-0.202856,-0.784412,-1.138539,"2 - Approve Half"
"T",4500.000000,-0.098652,-0.202856,-0.361951,-0.896393,"2 - Approve Half"
"T",5400.000000,-0.098652,-0.202856,-0.150721,-0.842247,"2 - Approve Half"
"T",5850.000000,-0.098652,-0.202856,-0.045106,-0.831906,"2 - Approve Half"
"T",6300.000000,-0.098652,-0.202856,0.060509,-0.832719,"2 - Approve Half"
"T",7200.000000,-0.098652,-0.202856,0.271739,-0.867810,"2 - Approve Half"
"T",9000.000000,-0.098652,-0.202856,0.694199,-1.071845,"2 - Approve Half"
"T",9450.000000,-0.098652,-0.202856,0.799814,-1.150740,"2 - Approve Half"
