type,quality,alcohol_z,chlorides_z,citric acid_z,density_z,fixed acidity_z,free sulfur dioxide_z,pH_z,residual sugar_z,sulphates_z,total sulfur dioxide_z,volatile acidity_z,Training
"white",8,1.311664,-0.554206,-1.894534,-1.775823,-1.530285,0.717815,0.850356,-0.824601,-1.351515,0.077480,0.578800,0.686632
"white",6,1.311664,-0.554206,-0.264479,-0.853530,-0.461787,-1.126676,-0.960979,0.937565,-1.219212,-0.397085,0.280688,0.678411
"white",6,1.311664,-0.527369,0.278873,-1.678740,-0.232824,0.550134,-0.898519,-0.937561,-1.153060,0.727810,-0.255915,0.507332
"white",6,1.311664,-0.473695,-0.264479,-1.602460,-0.767072,-0.344164,0.850356,-0.892377,-0.425393,-0.643156,-0.852140,0.588601
"white",6,1.311664,-0.446857,-0.196560,-1.571255,-1.148679,-0.176483,-0.336380,-0.350172,-1.153060,0.552045,-0.732895,0.177229
"white",7,1.311664,-0.446857,0.143035,-1.182921,-0.538109,-0.064696,0.350678,-0.327580,-0.359241,0.112633,-0.375160,0.377513
"white",6,1.311664,-0.420020,-0.196560,0.030623,-0.080181,-0.008803,-1.273278,1.931608,2.816035,0.393857,0.221065,0.677342
"white",6,1.311664,-0.393183,0.210954,-1.290406,0.454067,-1.238463,-0.711139,-0.734234,-0.822302,0.921151,-0.017425,0.302395
"white",6,1.311664,-0.232160,0.143035,-1.276537,0.377746,-1.462038,-0.273921,-0.869785,-1.285363,0.077480,-0.255915,0.621492
"white",7,1.311664,0.063049,-0.264479,-0.954081,-0.538109,-0.064696,0.038378,-0.304988,-0.822302,0.639927,-0.732895,0.569727
"white",6,1.311664,1.565932,1.093901,-0.943679,-0.614430,-0.064696,0.100838,-0.643866,0.302275,-0.186167,-0.703084,0.718381
"white",7,1.353762,-0.768904,-0.264479,-0.985287,-0.767072,0.829602,-0.086541,0.146850,3.609854,0.112633,-0.792517,0.421535
"white",6,1.353762,-0.581043,-0.400317,-1.753286,-0.919715,-1.126676,-0.711139,-0.643866,-0.359241,-0.748615,-0.494405,0.635206
"white",6,1.395860,-1.037276,-0.264479,-1.144781,-0.538109,0.606028,0.100838,0.237217,-1.417666,-0.203744,-0.077047,0.015704
"white",6,1.395860,-0.956764,0.754306,-1.567787,0.072461,-0.567739,-0.898519,-0.689050,0.169971,-0.801344,-0.613650,0.434502
"white",6,1.395860,-0.929927,9.108339,-0.995688,0.148782,0.214772,0.225758,-0.666458,0.103820,-0.027979,-0.852140,0.427587
"white",7,1.395860,-0.876252,-0.332398,-1.359751,-0.843394,-0.567739,1.100195,-0.553499,0.897639,-0.168591,-0.017425,0.640038
"white",6,1.395860,-0.822578,-0.604073,-0.985287,-1.453963,-0.232377,-0.273921,1.039229,-0.028483,0.077480,-0.136670,0.292186
"white",6,1.395860,-0.822578,0.346792,-1.446433,-0.309145,-0.064696,-0.523760,-0.440539,-0.557696,-0.379508,-0.554027,0.562077
"white",7,1.395860,-0.742067,-0.468236,-1.311210,-0.538109,1.332645,-0.336380,-0.056477,-0.623848,0.235668,-0.375160,0.009108
"white",6,1.395860,-0.742067,-0.332398,-1.845169,-0.996036,0.382453,-0.149001,-0.802009,-0.491544,-0.590426,-0.554027,0.683678
"white",6,1.395860,-0.742067,-0.060722,-1.300808,0.835674,-0.903101,-1.710496,-0.689050,1.559155,0.464163,-0.494405,0.235873
"white",6,1.395860,-0.742067,1.025982,-1.567787,-0.767072,-0.400058,0.225758,-0.824601,-0.756151,-0.590426,-1.090630,0.465237
"white",7,1.395860,-0.715229,-0.060722,-1.460302,-1.377642,-0.176483,0.475597,-0.237212,-0.689999,-0.115861,-0.077047,0.594583
"white",7,1.395860,-0.715229,0.278873,-1.429097,-0.232824,0.047091,-0.523760,-0.350172,-1.020757,0.358704,0.817290,0.113990
"white",6,1.395860,-0.688392,-1.079506,-1.044230,-0.996036,-0.511845,0.100838,0.304993,-0.491544,0.341127,0.548989,0.621786
"white",7,1.395860,-0.688392,-0.671992,-1.304275,-0.003860,-1.126676,-1.585577,-0.124253,-0.094635,-0.731038,-0.077047,0.485618
"white",4,1.395860,-0.688392,0.346792,-1.671805,-0.690751,-1.350250,0.475597,-0.734234,-1.285363,-0.941956,-0.613650,0.090907
"white",7,1.395860,-0.661555,0.143035,0.235191,-0.309145,0.941390,0.912816,2.021975,-0.226938,0.323551,-0.554027,0.505790
"white",7,1.395860,-0.661555,0.822225,-1.325079,-0.080181,0.102985,0.163298,-0.734234,-0.359241,-0.133438,-0.375160,0.647631
"white",6,1.395860,-0.661555,1.773091,-0.614289,-0.232824,-0.064696,0.350678,0.711647,-0.623848,0.956304,1.413515,0.673394
"white",6,1.395860,-0.634718,0.143035,-1.657936,-0.080181,-0.176483,0.100838,-0.914969,-0.822302,-0.731038,-1.150252,0.279460
"white",7,1.395860,-0.607881,-0.400317,-1.155183,-0.385466,0.494240,-1.460657,0.643871,-1.549970,0.147786,0.101820,0.119042
"white",6,1.395860,-0.607881,0.278873,-0.340375,0.606710,-1.238463,-1.085898,1.344219,-0.822302,-0.783767,-0.255915,0.097932
"white",6,1.395860,-0.581043,-0.468236,-1.054632,0.606710,0.438347,-1.960336,0.304993,-2.013031,-0.203744,-0.017425,0.631053
"white",7,1.395860,-0.581043,-0.264479,-0.943679,0.377746,0.326559,-0.211461,-0.033885,0.302275,-0.098285,0.280688,0.678497
"white",6,1.395860,-0.581043,0.143035,-1.394424,-0.156502,0.326559,-0.273921,-0.463131,-0.689999,-0.221320,-0.613650,0.116162
"white",6,1.395860,-0.554206,-1.826615,-0.635093,-0.156502,-0.623633,0.225758,0.666463,-0.491544,0.868422,1.234648,0.412953
"white",6,1.395860,-0.554206,-0.128641,-1.144781,-0.385466,-0.176483,-0.648679,0.056482,-0.491544,0.885998,0.638423,0.072837
"white",8,1.395860,-0.554206,0.482630,-1.290406,-0.080181,-0.008803,0.350678,-0.666458,-0.689999,0.165362,-0.554027,0.124808
"white",7,1.395860,-0.527369,-0.196560,-1.706478,-0.156502,0.158878,-0.648679,-0.824601,-1.153060,0.235668,-0.196292,0.059362
"white",7,1.395860,-0.527369,0.618468,-1.186388,0.072461,1.220858,0.413137,-0.734234,-0.954605,0.885998,-0.554027,0.562099
"white",7,1.395860,-0.500532,-1.554939,-1.491508,-2.140855,1.220858,1.162655,0.011298,-0.888454,-0.309203,1.175025,0.301086
"white",7,1.395860,-0.500532,-0.400317,-1.810496,-0.385466,1.556220,-1.398197,-0.711642,-0.425393,0.411433,-0.017425,0.141007
"white",6,1.395860,-0.500532,-0.332398,-1.137846,-0.232824,0.158878,-0.149001,-0.011294,-0.756151,0.903575,0.578800,0.201194
"white",6,1.395860,-0.500532,-0.128641,-1.082370,-0.232824,0.494240,0.600517,-0.689050,-1.086909,1.325410,-0.971385,0.560514
"white",6,1.395860,-0.473695,0.210954,-0.943679,-0.156502,-0.344164,-0.336380,-0.802009,0.699184,0.182939,-0.136670,0.385678
"white",7,1.395860,-0.473695,0.482630,-0.596953,-0.156502,0.885496,-0.086541,0.259809,-1.219212,0.850845,0.698045,0.700852
"white",6,1.395860,-0.446857,1.161820,-1.082370,-0.156502,0.214772,0.100838,0.056482,-0.888454,0.182939,-0.971385,0.271788
"white",6,1.395860,-0.420020,0.007197,-0.929810,0.606710,0.047091,-1.897876,-0.101661,1.360700,1.149645,-0.077047,0.487635
"white",8,1.395860,-0.420020,0.346792,-1.290406,0.072461,1.164964,0.225758,-0.711642,-0.888454,0.885998,-0.673272,0.202004
"white",8,1.395860,-0.420020,1.161820,-0.666298,-0.080181,-0.120590,1.162655,0.327585,0.302275,-0.063132,-0.375160,0.298160
"white",6,1.395860,-0.393183,-1.079506,-1.872907,-1.072357,0.773709,0.038378,-0.824601,-1.086909,-0.274050,-0.852140,0.658471
"white",7,1.395860,-0.393183,0.550549,-1.664871,-0.614430,-0.400058,-0.711139,-0.802009,-0.491544,-0.484967,-1.150252,0.131113
"white",6,1.395860,-0.339509,2.859794,-1.221061,-0.080181,0.661921,0.538057,-0.530907,-0.822302,0.516892,-0.732895,0.369960
"white",6,1.395860,-0.339509,2.859794,-0.735643,0.835674,0.158878,0.163298,-0.135549,-0.756151,0.270821,-0.852140,0.437060
"white",7,1.395860,-0.285834,-0.264479,-0.943679,0.377746,0.158878,-0.398840,-0.124253,0.169971,-0.221320,0.519178,0.140579
"white",6,1.395860,-0.232160,-0.128641,-1.761954,-1.606606,0.550134,0.413137,-0.621274,-0.491544,0.622351,-0.255915,0.004474
"white",6,1.395860,0.036212,-0.332398,-0.881269,-0.614430,-0.176483,-0.024081,-0.011294,-0.293090,0.639927,-0.255915,0.551539
"white",6,1.395860,0.170398,1.161820,-1.186388,-0.690751,0.270666,0.975276,-0.869785,-0.756151,-0.397085,-0.434782,0.693457
"white",5,1.437959,-0.339509,0.007197,-1.415228,-0.461787,-0.679526,-0.711139,-0.847193,0.169971,-0.379508,-0.434782,0.085614
"white",7,1.480057,-1.064113,-2.098291,-1.775823,-1.606606,-0.288271,0.975276,-0.802009,-1.153060,-0.221320,0.459555,0.563229
"white",6,1.480057,-0.822578,-0.128641,-1.068501,-0.232824,0.270666,-1.398197,0.711647,-1.086909,-0.045555,-0.315537,0.635944
"white",7,1.480057,-0.768904,0.007197,-1.151715,-0.919715,-0.064696,1.100195,-0.350172,1.162245,-0.027979,-0.494405,0.572062
"white",7,1.480057,-0.742067,-0.128641,-0.995688,-0.232824,0.214772,0.850356,-0.079069,-0.293090,0.587198,-0.017425,0.726403
"white",6,1.480057,-0.742067,0.075116,-1.588591,-1.072357,-0.008803,0.163298,-0.304988,-0.756151,-0.467391,-0.315537,0.547767
"white",6,1.480057,-0.742067,0.958063,-1.221061,-0.843394,-0.511845,0.413137,-0.079069,0.566881,-0.361932,-0.017425,0.489693
"white",7,1.480057,-0.715229,-0.332398,-0.971417,0.301425,0.102985,-0.024081,0.033890,0.566881,-0.238897,0.340310,0.516699
"white",7,1.480057,-0.715229,1.161820,-1.463769,-0.080181,-0.008803,-0.586220,-0.463131,-0.954605,-0.326779,-0.554027,0.509766
"white",7,1.480057,-0.688392,0.007197,-0.756447,-0.843394,0.606028,0.163298,0.892382,-1.814576,0.341127,-0.613650,0.103592
"white",7,1.480057,-0.688392,0.075116,-1.612862,-0.309145,-0.455952,-0.898519,-0.847193,0.566881,-0.484967,-0.911762,0.284073
"white",6,1.480057,-0.661555,-0.264479,-0.971417,-0.461787,-0.232377,-0.586220,0.372768,-1.417666,-0.414661,-0.613650,0.612866
"white",6,1.480057,-0.661555,-0.196560,-1.706478,-0.919715,-0.176483,0.975276,-0.914969,-0.623848,-0.326779,-0.494405,0.392905
"white",7,1.480057,-0.661555,-0.060722,-0.992221,-0.080181,0.326559,0.787896,0.033890,-0.425393,0.446586,-0.017425,0.558391
"white",7,1.480057,-0.634718,-0.536154,-1.418695,-1.072357,1.947476,2.286932,-0.824601,0.169971,0.956304,-0.852140,0.556310
"white",7,1.480057,-0.634718,-0.400317,-1.304275,0.301425,-0.232377,-1.523117,-0.056477,-0.293090,-0.678309,-0.852140,0.476930
"white",7,1.480057,-0.634718,0.278873,-1.359751,-0.003860,0.382453,-0.773599,-0.689050,1.162245,-0.010402,-0.136670,0.453311
"white",7,1.480057,-0.634718,0.482630,-1.290406,-0.003860,-0.064696,0.225758,-0.621274,0.037668,-0.221320,-0.673272,0.562487
"white",8,1.480057,-0.634718,1.161820,-0.319571,0.606710,0.494240,-0.586220,0.892382,-1.020757,1.149645,-0.017425,0.444963
"white",7,1.480057,-0.607881,-0.536154,-1.460302,-0.461787,-0.064696,-0.773599,-0.395356,-0.888454,-0.274050,-0.017425,0.012702
"white",7,1.480057,-0.607881,-0.400317,-1.151715,-0.919715,0.661921,0.975276,0.214625,-1.020757,0.341127,0.221065,0.154849
"white",6,1.480057,-0.607881,-0.264479,-1.817431,-0.538109,-0.232377,0.163298,-0.892377,-1.351515,-0.555273,-0.613650,0.027137
"white",7,1.480057,-0.607881,-0.128641,-1.151715,-0.080181,-0.008803,-0.898519,-0.395356,-1.483818,-0.221320,-0.077047,0.152994
"white",6,1.480057,-0.581043,-0.671992,-1.484573,-0.309145,0.550134,-0.836059,-0.372764,-0.425393,0.130210,-0.315537,0.127565
"white",6,1.480057,-0.581043,0.346792,-1.366686,-0.156502,0.214772,0.225758,-0.779417,-0.425393,0.200515,-0.315537,0.723932
"white",6,1.480057,-0.581043,0.754306,-1.013025,0.759352,0.047091,-0.773599,-0.779417,-0.226938,0.235668,-0.434782,0.478462
"white",6,1.480057,-0.527369,-0.400317,0.952916,-0.309145,0.829602,-1.148358,3.445264,-1.020757,0.622351,-0.255915,0.268913
"white",6,1.480057,-0.527369,0.007197,-1.592058,-0.690751,-1.014888,0.475597,-0.802009,-0.491544,-0.678309,-0.136670,0.011666
"white",6,1.480057,-0.527369,0.143035,-1.748085,-0.996036,0.550134,-0.211461,-0.689050,-0.226938,-0.115861,-0.613650,0.507845
"white",7,1.480057,-0.473695,-0.128641,-0.874334,-1.148679,-0.344164,1.974633,0.146850,0.500729,-0.291626,0.519178,0.205269
"white",7,1.480057,-0.393183,-0.400317,-1.335481,-0.538109,0.158878,-1.023438,0.033890,-0.226938,-0.045555,0.221065,0.338627
"white",6,1.480057,-0.366346,-0.400317,-1.165584,-0.309145,0.550134,-0.336380,0.033890,-0.822302,1.079339,0.519178,0.053570
"white",6,1.480057,-0.258997,0.822225,-1.221061,-0.003860,1.164964,-1.335737,-0.192029,1.493003,0.516892,-0.017425,0.500682
"white",6,1.480057,0.036212,-0.671992,0.027155,-1.072357,0.661921,0.600517,1.728281,-1.020757,1.606634,-0.434782,0.582244
"white",5,1.508122,-0.554206,-1.283263,-1.567787,-1.606606,-0.735420,1.100195,-0.745530,-0.160786,-0.731038,-0.226104,0.703604
"white",8,1.564253,-0.983601,-0.060722,-1.446433,-0.461787,-0.064696,0.225758,-0.847193,-0.623848,-0.449814,-0.077047,0.004379
"white",9,1.564253,-0.956764,-0.196560,-1.689142,-0.461787,-0.344164,1.162655,-0.779417,0.500729,-0.520120,0.101820,0.488497
"white",6,1.564253,-0.822578,-0.604073,-1.706478,-0.309145,0.047091,-0.773599,-0.395356,-0.888454,-0.274050,-0.136670,0.260251
"white",5,1.564253,-0.822578,-0.196560,-0.943679,1.064637,-0.623633,-1.335737,-0.214620,-1.020757,-0.238897,0.847102,0.544615
"white",6,1.564253,-0.822578,0.210954,-1.387490,-1.148679,-0.735420,-0.273921,0.011298,0.897639,-0.027979,0.340310,0.586625
"white",6,1.564253,-0.795741,0.618468,-1.349350,-0.461787,-0.903101,0.288218,-0.689050,0.633033,-0.625579,-0.077047,0.378542
"white",6,1.564253,-0.795741,2.791875,-1.567787,-0.461787,-0.511845,-0.648679,-0.643866,-0.359241,-0.397085,-0.315537,0.167280
"white",6,1.564253,-0.768904,0.143035,-1.463769,0.301425,0.661921,-1.335737,-0.417947,-1.351515,0.833269,0.161443,0.103116
"white",7,1.564253,-0.768904,0.278873,-1.810496,0.148782,0.661921,-1.460657,-0.892377,-0.954605,-0.168591,-0.375160,0.557753
"white",6,1.564253,-0.768904,0.278873,-0.624691,0.072461,0.773709,-0.523760,0.711647,-0.822302,-0.063132,-1.031007,0.154205
"white",7,1.564253,-0.715229,-0.264479,-1.567787,-0.309145,-0.064696,0.038378,-0.237212,-0.491544,-0.625579,0.161443,0.490797
"white",7,1.564253,-0.715229,-0.128641,-1.678740,-1.148679,-0.288271,0.912816,-0.847193,-0.689999,-0.291626,-0.613650,0.521985
"white",7,1.564253,-0.688392,0.278873,-1.671805,-1.530285,0.885496,-0.523760,0.011298,-1.483818,0.534469,-0.196292,0.298194
"white",6,1.564253,-0.661555,-0.264479,-0.804989,-0.538109,0.047091,-1.273278,1.400699,-1.020757,-0.484967,0.519178,0.677803
"white",7,1.564253,-0.661555,0.143035,-1.498442,-0.232824,-0.344164,-0.523760,-0.530907,-1.020757,0.112633,-0.673272,0.745210
"white",5,1.564253,-0.634718,-2.166210,-1.852103,-1.072357,0.550134,0.225758,-0.824601,-1.219212,-0.133438,1.175025,0.114169
"white",7,1.564253,-0.634718,0.278873,-1.221061,-0.309145,-0.120590,-0.711139,-0.011294,-0.888454,0.727810,0.638423,0.030282
"white",6,1.564253,-0.634718,0.414711,-1.699544,-0.843394,-0.120590,-0.398840,-0.621274,-0.293090,-0.063132,-0.971385,0.345423
"white",6,1.564253,-0.554206,-2.030372,-0.707905,-2.598782,-0.567739,3.286289,1.366811,-0.623848,-0.010402,-0.196292,0.584918
"white",7,1.564253,-0.554206,-0.536154,-1.637133,-0.843394,0.438347,0.413137,-0.802009,-0.756151,0.165362,-0.136670,0.205500
"white",6,1.564253,-0.554206,0.075116,-1.758487,-1.148679,0.382453,0.225758,-0.711642,0.302275,-0.080708,-0.732895,0.148936
"white",7,1.564253,-0.554206,0.346792,-1.692609,-0.385466,0.829602,-0.211461,-0.847193,-0.160786,0.182939,-1.090630,0.709013
"white",7,1.564253,-0.554206,1.161820,-1.013025,-0.156502,-0.735420,0.225758,-0.079069,0.963790,-0.168591,-0.255915,0.618648
"white",6,1.564253,-0.500532,-2.166210,-0.475598,-1.225000,-0.958995,1.350035,1.163484,-0.491544,-0.063132,-0.494405,0.373808
"white",8,1.564253,-0.500532,0.210954,-1.013025,-0.232824,0.382453,-1.398197,0.802014,-1.417666,0.182939,0.101820,0.111698
"white",6,1.564253,-0.446857,-0.332398,-1.865972,-0.614430,0.270666,-0.586220,-0.802009,-1.549970,-0.168591,-0.613650,0.703978
"white",6,1.564253,-0.446857,0.143035,-1.276537,0.301425,-0.679526,-1.023438,-0.011294,-0.359241,-1.029838,-0.434782,0.510020
"white",6,1.564253,-0.446857,0.482630,-0.700971,0.072461,0.829602,0.475597,0.033890,-0.425393,0.850845,-0.017425,0.240692
"white",7,1.564253,-0.393183,0.210954,-1.699544,-0.461787,-0.232377,-0.211461,-0.734234,1.426852,-0.168591,-1.090630,0.479113
"white",6,1.564253,-0.393183,0.210954,-1.359751,-0.309145,-0.791314,-0.211461,-0.621274,0.169971,-0.520120,-0.375160,0.264867
"white",7,1.564253,-0.339509,0.550549,-1.151715,-0.461787,0.997283,1.974633,-0.802009,-0.094635,0.499316,-1.090630,0.550487
"white",8,1.564253,-0.312672,0.007197,-1.755020,-1.072357,0.438347,0.038378,-0.779417,2.683732,-0.344355,-0.792517,0.494603
"white",6,1.564253,-0.312672,0.075116,-1.338948,0.683031,-0.232377,-1.523117,-0.847193,-0.623848,-0.256473,-0.434782,0.646852
"white",6,1.564253,-0.232160,1.229739,-0.943679,1.369922,-0.232377,-0.086541,-0.869785,-1.285363,-0.133438,-0.613650,0.566817
"white",6,1.564253,-0.178486,0.075116,-1.560853,0.606710,0.606028,-1.398197,-0.869785,-0.557696,-0.203744,-0.434782,0.498291
"white",5,1.564253,-0.071137,-0.332398,-1.082370,-1.072357,-0.008803,1.912173,-0.553499,-0.756151,0.727810,-0.375160,0.413281
"white",8,1.564253,-0.044300,-0.468236,-0.974885,-0.614430,-0.120590,0.288218,-0.011294,-0.226938,0.411433,-0.136670,0.165622
"white",7,1.648450,-1.144624,0.007197,-1.540049,-0.614430,0.214772,0.100838,-0.598682,0.831487,-0.449814,-0.315537,0.055489
"white",6,1.648450,-0.956764,0.075116,-2.053205,-0.843394,-0.232377,-0.648679,-0.643866,-1.549970,0.042327,-0.434782,0.724469
"white",6,1.648450,-0.903090,-0.196560,-1.567787,-0.461787,-0.623633,0.163298,-0.689050,-0.557696,-0.502544,-0.613650,0.614107
"white",7,1.648450,-0.903090,0.075116,-1.221061,-0.690751,-0.120590,0.475597,-0.079069,-1.020757,-0.080708,0.399933,0.257205
"white",7,1.648450,-0.876252,0.075116,-0.943679,0.301425,-0.903101,0.163298,0.440544,-0.557696,0.270821,0.817290,0.179599
"white",6,1.648450,-0.876252,0.822225,-1.793160,-0.690751,0.326559,-0.273921,-0.756826,-0.888454,0.024751,-0.554027,0.704866
"white",6,1.648450,-0.822578,0.007197,-1.429097,-0.309145,0.717815,0.413137,-0.779417,0.037668,0.569622,-0.673272,0.369212
"white",6,1.648450,-0.822578,0.618468,-1.221061,0.454067,-0.064696,-1.273278,-0.756826,1.625306,0.446586,-1.090630,0.136492
"white",6,1.648450,-0.795741,-0.739911,-1.775823,-1.606606,-0.847207,1.724793,-0.756826,-0.557696,-0.748615,0.280688,0.081615
"white",8,1.648450,-0.795741,-0.400317,-0.777251,-0.156502,0.382453,-1.023438,0.937565,-1.285363,0.130210,-0.732895,0.508317
"white",6,1.648450,-0.795741,0.822225,-1.137846,0.530389,0.941390,-1.648036,0.327585,-1.086909,0.200515,-0.017425,0.562272
"white",6,1.648450,-0.742067,-0.468236,-1.664871,-1.301321,0.158878,0.850356,-0.711642,0.831487,0.059904,-0.255915,0.235657
"white",6,1.648450,-0.742067,0.278873,-1.304275,-0.003860,-0.511845,-0.586220,-0.689050,0.633033,-0.906803,-0.613650,0.060724
"white",6,1.648450,-0.715229,0.958063,-1.325079,0.606710,-0.008803,0.038378,-0.802009,-0.425393,0.182939,-0.673272,0.404694
"white",6,1.648450,-0.688392,0.007197,-1.755020,-0.385466,0.047091,-0.648679,-0.756826,-1.219212,-0.010402,-0.136670,0.452369
"white",9,1.648450,-0.688392,0.278873,-1.377088,0.148782,-0.176483,0.350678,-0.689050,-0.359241,0.429010,-0.613650,0.385256
"white",6,1.648450,-0.688392,0.346792,-1.304275,-1.530285,0.661921,0.163298,0.259809,-0.822302,0.323551,-0.017425,0.396110
"white",8,1.648450,-0.661555,-1.215344,-0.943679,-1.682927,0.270666,1.912173,0.734238,-0.160786,0.868422,1.234648,0.169569
"white",5,1.648450,-0.661555,-0.739911,-1.474171,-1.301321,-0.400058,1.225115,-0.779417,-0.756151,-0.520120,-0.375160,0.736970
"white",6,1.648450,-0.661555,0.007197,-1.103174,0.148782,-0.064696,-0.773599,-0.304988,0.897639,1.378140,-0.494405,0.511928
"white",6,1.648450,-0.634718,0.075116,-1.345882,-0.385466,-1.014888,0.413137,-0.689050,0.765336,-0.713462,-0.196292,0.490025
"white",6,1.648450,-0.607881,-0.332398,-1.013025,-0.614430,-0.679526,0.850356,-0.033885,1.162245,0.130210,-0.136670,0.415663
"white",6,1.648450,-0.607881,-0.264479,-1.044230,-0.385466,-0.064696,-1.648036,0.734238,-0.954605,-0.590426,0.101820,0.447122
"white",7,1.648450,-0.607881,0.007197,-0.874334,-0.996036,1.109071,1.787253,0.214625,0.302275,0.218092,0.340310,0.548621
"white",7,1.648450,-0.581043,-0.332398,-1.366686,-0.232824,-0.735420,-0.648679,-0.079069,-1.153060,-0.608003,0.638423,0.349308
"white",6,1.648450,-0.581043,-0.196560,-1.859038,-0.461787,-0.847207,-1.148358,-0.485723,-1.086909,-0.238897,0.221065,0.490421
"white",7,1.648450,-0.581043,0.007197,-1.068501,0.301425,-0.455952,-0.898519,-0.327580,0.434578,-0.379508,0.280688,0.133651
"white",6,1.648450,-0.581043,0.482630,-1.141314,-0.232824,0.773709,-0.711139,0.214625,-1.351515,0.464163,-0.732895,0.020821
"white",7,1.648450,-0.554206,-0.128641,-1.470704,-0.538109,0.214772,0.163298,-0.282396,0.633033,-0.467391,-0.077047,0.740254
"white",6,1.648450,-0.554206,0.346792,-1.290406,-0.309145,0.438347,0.787896,-0.756826,1.228397,1.413293,-0.732895,0.534123
"white",6,1.648450,-0.527369,-0.128641,-1.865972,-0.003860,-1.070782,-1.648036,-0.869785,-1.153060,-0.344355,-0.613650,0.263680
"white",6,1.648450,-0.527369,0.143035,-1.983859,-0.461787,0.661921,-1.210818,-0.960152,-1.086909,0.077480,-0.375160,0.538850
"white",5,1.648450,-0.500532,0.007197,-0.139273,-0.385466,-1.350250,-0.523760,2.134935,-1.285363,-0.625579,-0.196292,0.203778
"white",7,1.648450,-0.473695,-0.128641,-1.585124,-1.148679,-0.008803,1.599874,-0.734234,-0.094635,-0.168591,-0.494405,0.613606
"white",6,1.648450,-0.446857,0.210954,-1.123977,-0.080181,0.606028,0.600517,-0.576091,0.169971,1.255104,-0.792517,0.511625
"white",6,1.648450,-0.420020,1.161820,-1.082370,0.377746,-0.400058,-0.398840,-0.734234,-0.756151,-0.502544,-0.434782,0.027736
"white",6,1.648450,-0.393183,0.075116,-1.692609,-0.919715,0.047091,0.600517,-0.666458,-0.756151,0.218092,-0.255915,0.623203
"white",6,1.648450,-0.366346,-0.264479,-1.852103,-0.843394,-0.344164,-0.523760,-0.756826,-0.623848,-0.291626,-0.494405,0.556274
"white",6,1.648450,-0.366346,-0.196560,-1.498442,-0.232824,0.158878,-0.398840,-0.192029,-1.483818,-0.010402,-0.494405,0.611079
"white",6,1.648450,0.519281,-0.196560,-1.089305,0.759352,-0.623633,-1.710496,0.033890,-0.954605,-0.397085,-0.017425,0.046617
"white",7,1.732646,-0.983601,-0.875749,-1.637133,-0.919715,-0.344164,0.600517,-0.756826,-0.425393,-0.080708,-0.434782,0.741429
"white",3,1.732646,-0.929927,0.550549,-1.047697,-0.232824,-1.406144,0.538057,-0.101661,-1.086909,-1.680168,0.280688,0.194402
"white",6,1.732646,-0.903090,0.007197,-0.659363,-0.385466,-0.567739,0.725436,0.892382,-1.219212,-0.098285,-0.613650,0.387559
"white",7,1.732646,-0.876252,-0.332398,-1.810496,-0.843394,-0.958995,-0.086541,-0.756826,-0.160786,-0.678309,-0.315537,0.318721
"white",8,1.732646,-0.876252,-0.264479,-1.592058,-0.309145,1.891582,1.412494,-0.711642,0.434578,-0.151014,0.161443,0.734103
"white",7,1.732646,-0.876252,0.822225,-0.978352,1.217280,-1.182569,-1.648036,0.293697,-0.888454,-0.484967,-0.077047,0.501649
"white",8,1.732646,-0.849415,0.346792,-1.283472,-0.080181,0.047091,-1.023438,0.101666,-1.351515,-0.168591,-0.494405,0.095349
"white",7,1.732646,-0.795741,-0.332398,-0.995688,-0.156502,0.382453,-0.461300,0.463136,0.434578,0.130210,-0.136670,0.515343
"white",8,1.732646,-0.795741,-0.060722,-1.446433,-0.461787,0.494240,0.100838,-0.259804,0.434578,-0.326779,-0.315537,0.228327
"white",7,1.732646,-0.768904,-0.128641,-0.999156,-0.309145,0.158878,-0.586220,0.666463,0.633033,0.130210,-0.196292,0.107996
"white",7,1.732646,-0.742067,-0.128641,-1.356284,-0.309145,-0.847207,0.662977,-0.395356,0.633033,-0.608003,-0.136670,0.211006
"white",7,1.732646,-0.715229,-0.060722,-1.567787,-0.385466,0.606028,0.413137,-0.711642,0.566881,-0.186167,0.578800,0.120459
"white",8,1.732646,-0.715229,-0.060722,-1.477638,-0.538109,0.326559,-0.024081,-0.327580,0.566881,-0.397085,-0.494405,0.540431
"white",7,1.732646,-0.661555,-0.332398,-1.768889,-0.767072,-0.958995,-2.022795,-0.417947,1.029942,-0.731038,0.101820,0.476113
"white",6,1.732646,-0.607881,-0.671992,-1.637133,-0.843394,0.102985,0.850356,-0.734234,-0.623848,0.024751,-0.375160,0.024655
"white",6,1.732646,-0.607881,-0.264479,-2.046270,-0.919715,0.941390,-0.024081,-0.892377,-1.020757,-0.432238,-0.732895,0.210660
"white",7,1.732646,-0.607881,0.075116,-1.602460,-0.232824,0.997283,0.163298,-0.734234,-0.822302,0.376280,-0.792517,0.466453
"white",8,1.732646,-0.607881,0.278873,-1.567787,-0.156502,-0.455952,-0.211461,-0.508315,-1.020757,-0.045555,-0.613650,0.513943
"white",8,1.732646,-0.607881,0.482630,-1.221061,0.454067,1.779795,-0.836059,-0.734234,1.426852,1.149645,-0.792517,0.451974
"white",6,1.732646,-0.581043,-0.264479,-1.709945,-0.996036,-0.791314,0.225758,-0.417947,-0.756151,0.042327,-0.315537,0.748390
